Sample,X,Y,Z
791,0.0032,-0.0042,0.9827
792,0.0093,-0.0029,0.9856
793,0.0081,-0.0042,0.9778
794,0.0020,0.0000,0.9885
795,0.0078,0.0024,0.9771
796,0.0056,-0.0024,0.9817
797,0.0061,0.0046,0.9878
798,0.0107,0.0061,0.9790
799,0.0081,0.0010,0.9846
800,0.0059,0.0039,0.9839
801,0.0103,0.0042,0.9800
802,0.0063,0.0083,0.9810
803,0.0076,0.0034,0.9788
804,0.0085,0.0154,0.9771
805,0.0015,0.0056,0.9800
806,0.0098,0.0100,0.9858
807,0.0081,0.0095,0.9829
808,0.0002,0.0083,0.9856
809,0.0134,0.0164,0.9800
810,0.0132,0.0186,0.9761
811,-0.0046,0.0142,0.9934
812,0.0039,0.0164,0.9771
813,0.0217,0.0220,0.9731
814,0.0063,0.0078,0.9954
815,0.0093,0.0176,0.9846
816,0.0166,0.0247,0.9771
817,0.0068,0.0142,0.9856
818,0.0132,0.0212,0.9839
819,-0.0022,0.0122,0.9846
820,0.0085,0.0217,0.9839
821,0.0076,0.0281,0.9839
822,0.0066,0.0159,0.9839
823,0.0156,0.0227,0.9839
824,0.0103,0.0205,0.9768
825,0.0198,0.0168,0.9780
826,0.0042,0.0212,0.9927
827,-0.0032,0.0085,0.9829
828,0.0120,0.0251,0.9729
829,0.0032,0.0134,0.9937
830,0.0034,0.0195,0.9885
831,0.0093,0.0186,0.9797
832,0.0137,0.0144,0.9819
833,0.0068,0.0059,0.9907
834,0.0144,0.0168,0.9758
835,0.0085,0.0078,0.9817
836,0.0068,0.0061,0.9905
837,0.0000,0.0088,0.9790
838,0.0039,0.0142,0.9866
839,0.0137,0.0095,0.9846
840,0.0068,0.0017,0.9817
841,0.0085,0.0110,0.9839
842,0.0085,0.0068,0.9780
843,0.0054,0.0063,0.9768
844,0.0032,0.0037,0.9849
845,0.0059,-0.0029,0.9797
846,0.0061,0.0037,0.9827
847,0.0024,0.0012,0.9846
848,0.0032,0.0051,0.9868
849,0.0098,0.0068,0.9790
850,0.0112,-0.0017,0.9771
851,0.0010,0.0068,0.9829
852,0.0142,0.0037,0.9817
853,0.0088,-0.0034,0.9819
854,-0.0020,-0.0002,0.9907
855,0.0039,0.0024,0.9836
856,0.0066,0.0044,0.9739
857,0.0181,0.0093,0.9885
858,0.0056,0.0015,0.9888
859,0.0164,0.0044,0.9788
860,0.0120,0.0027,0.9810
861,0.0193,0.0017,0.9836
862,0.0051,0.0020,0.9875
863,-0.0022,0.0046,0.9829
864,0.0134,0.0164,0.9739
865,0.0002,0.0122,0.9927
866,0.0010,0.0132,0.9849
867,0.0190,0.0178,0.9749
868,0.0151,0.0088,0.9856
869,0.0049,0.0095,0.9866
870,0.0129,0.0156,0.9819
871,0.0054,0.0046,0.9761
872,0.0037,0.0107,0.9819
873,0.0100,0.0388,0.9897
874,0.0166,0.0149,0.9839
875,0.0054,0.0156,0.9807
876,0.0068,0.0217,0.9856
877,0.0137,0.0193,0.9846
878,0.0127,0.0134,0.9790
879,0.0110,0.0212,0.9810
880,-0.0002,0.0166,0.9915
881,0.0095,0.0266,0.9807
882,0.0166,0.0242,0.9817
883,0.0042,0.0164,0.9897
884,0.0120,0.0188,0.9819
885,0.0151,0.0227,0.9797
886,0.0063,0.0149,0.9917
887,0.0002,0.0156,0.9836
888,0.0188,0.0234,0.9722
889,0.0083,0.0083,0.9885
890,-0.0024,0.0090,0.9858
891,0.0049,0.0166,0.9761
892,0.0264,0.0103,0.9788
893,-0.0208,0.0063,0.9976
894,0.0178,0.0212,0.9702
895,0.0293,0.0103,0.9807
896,-0.0056,-0.0100,0.9937
897,0.0278,0.0149,0.9788
898,0.0164,0.0137,0.9810
899,-0.0142,-0.0032,0.9934
900,0.0337,0.0256,0.9624
901,0.0042,0.0024,0.9915
902,-0.0125,-0.0032,0.9868
903,-0.0012,0.0227,0.9631
904,0.0173,0.0029,0.9817
905,0.0100,-0.0076,0.9885
906,0.0100,0.0071,0.9856
907,0.0054,0.0063,0.9810
908,0.0012,-0.0005,0.9758
909,0.0117,0.0122,0.9907
910,-0.0032,0.0193,0.9788
911,0.0042,0.0020,0.9690
912,0.0317,0.0032,0.9839
913,0.0007,0.0105,1.0063
914,0.0061,0.0095,0.9729
915,0.0173,0.0071,0.9731
916,0.0183,0.0029,0.9741
917,-0.0198,-0.0002,0.9995
918,0.0081,0.0161,0.9731
919,0.0254,-0.0115,0.9819
920,-0.0076,-0.0034,1.0081
921,0.0178,0.0151,0.9827
922,0.0359,0.0078,0.9634
923,-0.0085,0.0073,0.9888
924,-0.0171,0.0117,0.9976
925,0.0332,0.0122,0.9583
926,0.0242,-0.0093,0.9888
927,-0.0117,0.0249,1.0142
928,-0.0115,0.0347,0.9807
929,0.0339,0.0027,0.9536
930,0.0288,0.0210,0.9839
931,-0.0095,0.0146,1.0100
932,0.0037,0.0176,0.9829
933,0.0281,0.0098,0.9624
934,0.0254,0.0164,0.9966
935,-0.0159,0.0198,1.0042
936,0.0002,0.0210,0.9663
937,0.0132,0.0212,0.9653
938,0.0046,0.0144,0.9966
939,0.0393,0.0068,1.0051
940,0.0127,0.0122,0.9768
941,-0.0107,0.0212,0.9712
942,0.0237,0.0298,0.9758
943,0.0081,0.0129,0.9927
944,0.0032,0.0083,0.9836
945,-0.0002,0.0195,0.9888
946,0.0198,0.0149,0.9907
947,0.0125,0.0149,0.9810
948,0.0032,0.0220,0.9797
949,0.0232,0.0122,0.9690
950,0.0022,-0.0022,0.9868
951,-0.0056,0.0112,0.9946
952,0.0073,0.0210,0.9790
953,0.0112,0.0022,0.9836
954,0.0095,0.0037,0.9927
955,-0.0071,0.0286,0.9858
956,0.0178,0.0212,0.9731
957,0.0242,-0.0007,0.9768
958,0.0024,0.0068,1.0054
959,0.0188,0.0107,0.9722
960,0.0112,-0.0144,0.9790
961,0.0046,0.0105,0.9888
962,-0.0081,0.0173,0.9846
963,0.0039,0.0017,0.9731
964,0.0144,-0.0010,0.9749
965,-0.0020,0.0046,0.9963
966,-0.0044,0.0247,0.9878
967,0.0234,0.0010,0.9651
968,0.0220,0.0049,0.9780
969,-0.0063,0.0012,1.0032
970,0.0115,-0.0012,0.9692
971,0.0242,0.0046,0.9683
972,-0.0020,0.0046,1.0015
973,-0.0012,0.0112,0.9897
974,0.0234,0.0049,0.9651
975,0.0103,0.0039,0.9810
976,-0.0027,0.0110,1.0022
977,0.0139,0.0051,0.9836
978,0.0229,0.0073,0.9683
979,-0.0063,0.0056,0.9937
980,0.0149,0.0107,0.9846
981,0.0093,-0.0012,0.9741
982,0.0100,0.0005,0.9827
983,0.0088,0.0154,0.9897
984,-0.0059,0.0161,0.9895
985,0.0256,0.0198,0.9670
986,-0.0051,0.0005,0.9858
987,0.0156,0.0073,0.9819
988,0.0071,0.0239,0.9966
989,0.0073,0.0149,0.9761
990,0.0046,0.0129,0.9868
991,0.0098,0.0164,0.9875
992,0.0178,0.0122,0.9739
993,-0.0017,0.0127,0.9875
994,0.0159,0.0176,0.9817
995,0.0149,0.0037,0.9878
996,-0.0046,0.0149,0.9927
997,0.0044,0.0117,0.9702
998,0.0105,0.0100,0.9749
999,0.0232,0.0188,0.9897
Rate 797, overflows 0
